Country,Id,Year,Quality,Pop,N,Fertility,Birth,Mortality,X,K,D,Delta,d,k,x,rho,x_fc,rho_fc,ws,w,v,i,c,gX,chi,gamma,B,a,o,b,YPop,YL,KL
Indonesia,IDN,1976,C,138200,51088236,4.927,36.6,14.093,1.82618E+11,2.18336E+11,19691081489,9.02,385.4,4273.7,3574.6,0.8364,3496.5,0.8057,,,,905.5,2669.1,9.212,,6.668,16856000000,0.0772,0.0923,329.9,1321403.058,3574.558782,4273.708348
Indonesia,IDN,1977,C,141214,52457510,4.806,35.857,13.61,1.99621E+11,2.50892E+11,21113877518,8.42,402.5,4782.8,3805.4,0.7956,3650.5,0.7698,,,,1023.1,2782.3,8.498,,5.922,22480000000,0.0896,0.11261,428.5,1413609.367,3805.392843,4782.759424
Indonesia,IDN,1978,C,144285,53859376,4.682,35.118,13.146,2.15895E+11,2.88402E+11,24237923628,8.4,450,5354.7,4008.5,0.7486,3805,0.7347,,,,1146.5,2862,7.444,-6.593,4.842,25616000000,0.08882,0.11865,475.6,1496311.967,4008.501178,5354.719356
Indonesia,IDN,1979,C,147381,55281381,4.557,34.38,12.698,2.2428E+11,3.25555E+11,27277016741,8.38,493.4,5889.1,4057.1,0.6889,3959.7,0.7009,,,,1165.5,2891.6,6.767,-6.685,4.149,25933000000,0.07966,0.11563,469.1,1521767.538,4057.055331,5889.058068
Indonesia,IDN,1980,C,150467,56710938,4.43,33.636,12.262,2.40324E+11,3.71253E+11,30930756489,8.33,545.4,6546.4,4237.7,0.6473,4114.2,0.6684,,,,1351.2,2886.5,7.243,-5.969,4.628,25848000000,0.06962,0.10755,455.8,1597188.394,4237.703598,6546.412787
Indonesia,IDN,1981,C,153563,57941465,4.301,32.87,11.832,2.53405E+11,4.22385E+11,34004070352,8.05,586.9,7289.9,4373.5,0.5999,4268.7,0.6377,,,,1469.3,2904.1,6.552,-6.646,4.034,27314000000,0.06467,0.10779,471.4,1650172.398,4373.472849,7289.855758
Indonesia,IDN,1982,C,156685,59583900,4.167,32.073,11.401,2.55426E+11,4.79732E+11,38902793610,8.11,652.9,8051.4,4286.8,0.5324,4423,0.609,,,,1615.4,2671.5,4.93,-8.034,2.383,28745000000,0.05992,0.11254,482.4,1630187.2,4286.827171,8051.376544
Indonesia,IDN,1983,C,159827,60796281,4.028,31.244,10.971,2.76152E+11,5.32951E+11,44229958630,8.3,727.5,8766.2,4542.2,0.5182,4577.2,0.5826,,,,1602.9,2939.4,4.923,-7.358,2.5,28622000000,0.0537,0.10365,470.8,1727816.152,4542.24613,8766.175294
Indonesia,IDN,1984,C,162980,62037663,3.887,30.389,10.546,2.95937E+11,5.82719E+11,49809613024,8.55,802.9,9393,4770.3,0.5079,4731.5,0.5586,,,,1605.1,3165.2,5.545,-6.098,3.239,30593000000,0.0525,0.10338,493.1,1815789.331,4770.285192,9392.987505
Indonesia,IDN,1985,C,166119,63299789,3.745,29.525,10.136,3.06943E+11,6.42318E+11,55420536756,8.63,875.5,10147.2,4849,0.4779,4885.7,0.5371,,,,1817.1,3032,4.893,-6.071,2.695,33064000000,0.05148,0.10772,522.3,1847729.733,4849.036946,10147.23882
Indonesia,IDN,1986,C,169225,69406020,3.606,28.671,9.754,3.24973E+11,7.02387E+11,61549276284,8.76,886.8,10120,4682.2,0.4627,5039.9,0.5182,,,,1752.3,2929.9,4.975,-5.196,1.364,33199000000,0.04727,0.10216,478.3,1920359.563,4682.199714,10119.97473
Indonesia,IDN,1987,C,172326,71587380,3.472,27.848,9.411,3.39088E+11,7.5596E+11,67538523926,8.93,943.4,10560,4736.7,0.4486,5194,0.5019,,,,1691.8,3044.9,5.667,-3.429,1.996,33644000000,0.0445,0.09922,470,1967711.211,4736.698035,10559.96714
Indonesia,IDN,1988,C,175457,73952499,3.346,27.074,9.111,3.58889E+11,7.97779E+11,73323264968,9.19,991.5,10787.7,4853,0.4499,5347.7,0.488,,,,1557,3296,5.241,-2.827,1.323,36041000000,0.04518,0.10042,487.4,2045453.404,4852.968091,10787.71901
Indonesia,IDN,1989,C,178613,75022904,3.229,26.356,8.855,3.92983E+11,8.48351E+11,78787846824,9.29,1050.2,11307.9,5238.2,0.4632,5500,0.4765,,,,1724.3,3513.9,5.672,-1.839,1.871,35715000000,0.0421,0.09088,476.1,2200190.819,5238.169436,11307.88843
Indonesia,IDN,1990,C,181770,76775477,3.122,25.697,8.634,4.26105E+11,9.05499E+11,83862684137,9.26,1092.3,11794.1,5550,0.4706,5649.6,0.4672,,,,1836.7,3713.3,6.56,-0.308,2.7,40787000000,0.04504,0.09572,531.3,2344198.098,5550.012908,11794.12326
Indonesia,IDN,1991,C,184937,78424358,3.024,25.092,8.437,4.64392E+11,9.68641E+11,91036593127,9.4,1160.8,12351.3,5921.5,0.4794,5794.9,0.46,,,,1965.9,3955.6,7.14,0.712,4.697,49013000000,0.0506,0.10554,625,2511080.385,5921.523428,12351.27165
Indonesia,IDN,1992,C,188108,80080383,2.934,24.526,8.249,4.97747E+11,1.03233E+12,98690251317,9.56,1232.4,12891.2,6215.6,0.4822,5934.3,0.4546,,,,2027.7,4187.9,7.677,1.445,5.434,55243000000,0.05351,0.11099,689.8,2646072.363,6215.596897,12891.15476
Indonesia,IDN,1993,C,191272,81991223,2.849,23.992,8.061,5.32293E+11,1.10051E+12,1.04728E+11,9.52,1277.3,13422.3,6492.1,0.4837,6066.1,0.4509,,,,2108.8,4383.2,7.884,1.45,5.82,59613000000,0.05417,0.11199,727.1,2782909.205,6492.068175,13422.25499
Indonesia,IDN,1994,C,194482,83943942,2.771,23.486,7.868,5.7421E+11,1.18761E+12,1.14874E+11,9.67,1368.5,14147.7,6840.4,0.4835,6188.9,0.4488,,,,2406.1,4434.3,7.585,0.856,5.337,60380000000,0.05084,0.10515,719.3,2952508.899,6840.396364,14147.71169
Indonesia,IDN,1995,C,197764,87010051,2.699,23.015,7.672,6.20779E+11,1.29091E+12,1.25148E+11,9.69,1438.3,14836.3,7134.6,0.4809,6302.1,0.4482,,,,2625.5,4509.1,7.526,0.434,5.023,61342000000,0.04752,0.09881,705,3138989.995,7134.569055,14836.31565
Indonesia,IDN,1996,C,201118,90049888,2.635,22.588,7.477,6.66766E+11,1.39367E+12,1.36908E+11,9.82,1520.4,15476.6,7404.4,0.4784,6405.3,0.449,,,,2661.5,4742.9,7.234,-0.042,4.47,69073000000,0.04956,0.10359,767.1,3315296.586,7404.404754,15476.63215
Indonesia,IDN,1997,C,204358,92130004,2.579,22.211,7.294,6.97372E+11,1.50292E+12,1.4557E+11,9.69,1580.1,16313.1,7569.4,0.464,6499.1,0.4513,,,,2765.9,4803.5,6.745,-0.767,3.941,75991000000,0.05056,0.10897,824.8,3412503.364,7569.4381,16313.08459
Indonesia,IDN,1998,C,207534,93183767,2.531,21.88,7.129,5.95897E+11,1.50749E+12,1.5072E+11,10,1617.4,16177.6,6394.9,0.3953,6585.1,0.455,,,,1666.5,4728.4,2.257,-4.036,-0.302,57325000000,0.03803,0.0962,615.2,2871323.176,6394.860428,16177.62236
Indonesia,IDN,1999,C,210720,98982570,2.489,21.587,6.984,5.93329E+11,1.48442E+12,1.55183E+11,10.45,1567.8,14996.8,5994.3,0.3997,6666.1,0.4602,,,,1334.7,4659.5,0.655,-3.807,-2.641,64793000000,0.04365,0.1092,654.6,2815720.804,5994.274425,14996.82928
Indonesia,IDN,2000,C,213829,101000161,2.453,21.317,6.86,6.2437E+11,1.46339E+12,1.5568E+11,10.64,1541.4,14489,6181.9,0.4267,6744.5,0.4668,,,,1333.2,4848.7,0.115,-2.393,-2.867,70390000000,0.0481,0.11274,696.9,2919947.893,6181.866761,14489.02626
Indonesia,IDN,2001,C,216937,102815538,2.42,21.052,6.753,6.49322E+11,1.45523E+12,1.54373E+11,10.61,1501.5,14153.8,6315.4,0.4462,6822.2,0.4746,,,,1422,4893.4,-0.53,-1.395,-3.182,78829000000,0.05417,0.1214,766.7,2993135.334,6315.405362,14153.78122
Indonesia,IDN,2002,C,220019,104568991,2.387,20.776,6.661,6.71306E+11,1.4433E+12,1.51586E+11,10.5,1449.6,13802.3,6419.7,0.4651,6900.3,0.4837,,,,1335.5,5084.2,-0.762,0.048,-3.295,82767000000,0.05735,0.12329,791.5,3051126.81,6419.741295,13802.33952
Indonesia,IDN,2003,C,223070,107059744,2.354,20.475,6.579,7.19121E+11,1.44226E+12,1.55854E+11,10.81,1455.8,13471.6,6717,0.4986,6979.6,0.4938,,,,1446.1,5270.9,3.759,4.644,0.983,85052000000,0.05897,0.11827,794.4,3223744.605,6717.003817,13471.58576
Indonesia,IDN,2004,C,226004,109502972,2.319,20.143,6.506,7.40686E+11,1.44784E+12,1.59942E+11,11.05,1460.6,13221.9,6764.1,0.5116,7060.5,0.5046,,,,1511.5,5252.6,4.437,4.936,2.416,91010000000,0.06286,0.12287,831.1,3277314.691,6764.074216,13221.89081
Indonesia,IDN,2005,C,228896,111783019,2.283,19.779,6.441,7.88899E+11,1.46847E+12,1.65384E+11,11.26,1479.5,13136.8,7057.4,0.5372,7142.8,0.5161,,,,1664.1,5393.3,4.678,4.609,2.649,91713000000,0.06245,0.11625,820.5,3446538.247,7057.411991,13136.79664
Indonesia,IDN,2006,C,231820,113932568,2.245,19.387,6.387,8.1697E+11,1.48727E+12,1.69673E+11,11.41,1489.2,13053.9,7170.6,0.5493,7226.4,0.5281,,,,1654.2,5516.4,4.593,4.158,2.54,92210000000,0.062,0.11287,809.3,3524157.378,7170.646442,13053.92782
Indonesia,IDN,2007,C,234694,115900330,2.206,18.98,6.342,8.50996E+11,1.50484E+12,1.74625E+11,11.6,1506.7,12983.9,7342.5,0.5655,7310.8,0.5404,,,,1658.3,5684.2,4.744,3.908,2.686,1.00523E+11,0.0668,0.11812,867.3,3625979.601,7342.478286,12983.93441
Indonesia,IDN,2008,C,237512,117848356,2.169,18.569,6.309,9.1888E+11,1.53518E+12,1.86253E+11,12.13,1580.4,13026.7,7797.1,0.5985,7395.6,0.5528,,,,1837.9,5959.3,4.903,3.654,2.982,1.10725E+11,0.07213,0.1205,939.6,3868774.93,7797.142891,13026.74925
Iran,IRN,1968,C,27254,7920956,6.739,44.242,15.131,1.95102E+11,2.27636E+11,,,,28738.4,24631.1,0.8571,26834.1,0.9942,,,,5860.6,18770.5,10.505,,8.143,22472000000,0.09872,0.11518,2837,7158655.783,24631.11835,28738.43329
Iran,IRN,1969,C,28046,8102262,6.657,43.829,14.646,2.18413E+11,2.54701E+11,21432791413,8.41,2645.3,31435.8,26957.1,0.8575,28019.1,0.9558,,,,5985.7,20971.3,11.659,,9.318,22666000000,0.08899,0.10378,2797.5,7787678.55,26957.06861,31435.78136
Iran,IRN,1970,C,28854,8285323,6.578,43.416,14.19,2.58325E+11,2.74975E+11,24320794216,8.84,2935.4,33188.2,31178.7,0.9395,29073.3,0.9173,,,,5382.3,25796.3,11.623,,9.314,25094000000,0.09126,0.09714,3028.7,8952840.746,31178.65977,33188.16067
Iran,IRN,1971,C,29678,8496896,6.507,43.056,13.768,2.94013E+11,2.91564E+11,26630739205,9.13,3134.2,34314.2,34602.4,1.0084,29968.8,0.8783,,,,5086.6,29515.8,12.884,,10.551,27784000000,0.09529,0.0945,3269.9,9906754.866,34602.36196,34314.18597
Iran,IRN,1972,C,30522,8712998,6.452,42.797,13.376,3.43766E+11,3.20061E+11,29555085184,9.23,3392.1,36733.7,39454.4,1.0741,30679.6,0.8388,,,,6662.7,32791.7,13.76,,11.395,29014000000,0.09065,0.0844,3330,11262884.34,39454.35956,36733.72165
Iran,IRN,1973,C,31392,8934991,6.418,42.668,13.015,3.69431E+11,3.41193E+11,31746980936,9.3,3553.1,38186.1,41346.6,1.0828,31184.2,0.7986,,,,5918.2,35428.4,12.769,4.675,10.36,35424000000,0.10382,0.09589,3964.6,11768322.38,41346.56386,38186.11962
Iran,IRN,1974,C,32306,9167900,6.404,42.683,12.683,3.83503E+11,3.93923E+11,35934348613,9.12,3919.6,42967.7,41831.1,0.9735,31470.1,0.7579,,,,9671.3,32159.8,11.259,2.538,8.788,39339000000,0.09986,0.10258,4290.9,11870966.02,41831.10945,42967.68695
Iran,IRN,1975,C,33265,9412174,6.414,42.863,12.385,3.67276E+11,4.74742E+11,40793922267,8.59,4334.2,50439.1,39021.4,0.7736,31534.9,0.7172,,,,12920.7,26100.7,7.038,-3.884,4.488,38082000000,0.08022,0.10369,4046,11040920.13,39021.40018,50439.13003
Iran,IRN,1976,C,34259,9664599,6.448,43.223,12.125,4.30235E+11,5.72732E+11,47160705278,8.23,4879.7,59260.8,44516.6,0.7512,31386.5,0.677,,,,15018.8,29497.8,7.614,-5.889,5.039,42790000000,0.07471,0.09946,4427.5,12558316.8,44516.62975,59260.79372
Iran,IRN,1977,C,35350,9942649,6.5,43.714,11.901,3.95193E+11,6.68231E+11,55507708533,8.31,5582.8,67208.5,39747.3,0.5914,31040.4,0.638,,,,15187.8,24559.5,2.788,-11.934,0.148,44788000000,0.06702,0.11333,4504.6,11179444.81,39747.29211,67208.52609
Iran,IRN,1978,C,36510,10238189,6.558,44.264,11.7,3.5412E+11,7.1744E+11,62108751556,8.66,6066.4,70074.8,34588.2,0.4936,30525,0.6012,,,,10872.8,23715.4,-0.847,-15.711,-3.57,44338000000,0.0618,0.12521,4330.6,9699263.729,34588.15995,70074.84485
Iran,IRN,1979,C,37839,10578900,6.613,44.799,11.509,3.16575E+11,7.30349E+11,67366342822,9.22,6368,69038.3,29925.2,0.4335,29877.7,0.5671,,,,7588.3,22336.8,-3.836,-16.183,-6.699,44761000000,0.06129,0.14139,4231.2,8366375.001,29925.15892,69038.30634
Iran,IRN,1980,C,39422,10988401,6.651,45.218,11.304,2.24371E+11,7.49102E+11,68737145764,9.18,6255.4,68172.1,20418.9,0.2995,29139.8,0.5365,,,,7962,12456.9,-9.856,-18.978,-12.953,33001000000,0.04405,0.14708,3003.3,5691524.917,20418.92131,68172.0771
Iran,IRN,1981,C,41141,11610152,6.659,45.419,11.058,2.23286E+11,7.56142E+11,72712586327,9.62,6262.8,65127.7,19232,0.2953,28352.6,0.5097,,,,6869.2,12362.8,-13.118,-18.674,-16.786,30812000000,0.04075,0.13799,2653.9,5427333.044,19231.95396,65127.65319
Iran,IRN,1982,C,42885,12022137,6.63,45.334,10.757,2.80485E+11,7.60475E+11,74673812559,9.82,6211.4,63256.2,23330.7,0.3688,27548.9,0.4872,,,,6571.7,16758.9,-6.857,-9.443,-10.655,37673000000,0.04954,0.13431,3133.6,6540394.95,23330.69715,63256.19293
Iran,IRN,1983,C,44632,12426185,6.557,44.919,10.393,3.05828E+11,7.89806E+11,76682525058,9.71,6171,63559.8,24611.6,0.3872,26752,0.4689,,,,8531.5,16080,-2.932,-4.854,-6.806,40882000000,0.05176,0.13368,3290,6852212.216,24611.5711,63559.84443
Iran,IRN,1984,C,46409,13022386,6.436,44.15,9.971,3.0685E+11,7.89858E+11,76516870083,9.69,5875.8,60653.9,23563.3,0.3885,25981.5,0.4547,,,,5879.8,17683.5,-0.624,-2.191,-4.78,41127000000,0.05207,0.13403,3158.2,6611865.859,23563.27655,60653.86162
Iran,IRN,1985,C,48209,13557903,6.262,43.021,9.501,3.03382E+11,7.81273E+11,75723022443,9.69,5585.2,57624.9,22376.8,0.3883,25254.3,0.4445,,,,4952,17424.8,6.034,5.193,1.831,43886000000,0.05617,0.14466,3236.9,6293061.8,22376.78027,57624.93898
Iran,IRN,1986,C,50027,14269473,6.038,41.554,9.003,2.73773E+11,7.74241E+11,80093924921,10.34,5613,54258.5,19185.9,0.3536,24585.4,0.4381,,,,5120.1,14065.8,4.077,3.604,-0.048,40515000000,0.05233,0.14799,2839.3,5472498.935,19185.90156,54258.5276
Iran,IRN,1987,C,51607,14686524,5.771,39.836,8.506,2.9561E+11,7.83045E+11,78426221429,10.02,5340,53317.3,20128,0.3775,23986.5,0.4352,,,,5939.5,14188.5,1.05,0.465,-2.953,43562000000,0.05563,0.14736,2966.1,5728096.505,20127.9674,53317.25766
Iran,IRN,1988,C,52997,15063543,5.474,37.956,8.035,3.04368E+11,7.59571E+11,89869071695,11.83,5966,50424.4,20205.6,0.4007,23464.1,0.4354,,,,4407.6,15798,-0.096,0.685,-3.945,48073000000,0.06329,0.15794,3191.3,5743119.834,20205.6131,50424.43903
Iran,IRN,1989,C,54479,15487185,5.155,35.978,7.606,3.072E+11,7.39357E+11,99228133971,13.42,6407.1,47739.9,19835.7,0.4155,23020.9,0.4383,,,,5101.9,14733.8,0.023,1.344,-3.444,52180000000,0.07057,0.16986,3369.2,5638867.491,19835.74562,47739.91927
Iran,IRN,1990,C,56669,16188507,4.819,33.943,7.231,3.43073E+11,7.44935E+11,1.0656E+11,14.3,6582.5,46016.3,21192.4,0.4605,22656.2,0.4435,,,,6927,14265.4,2.459,3.412,-1.088,61954000000,0.08317,0.18059,3827,6053981.746,21192.38615,46016.27252
Iran,IRN,1991,C,60496,17414555,4.472,31.871,6.914,3.68752E+11,7.74529E+11,1.09897E+11,14.19,6310.6,44476,21175,0.4761,22366.2,0.4504,,,,8010,13164.9,5.957,5.949,1.973,63743000000,0.0823,0.17286,3660.3,6095483.271,21174.95141,44475.95261
Iran,IRN,1992,C,62310,18111392,4.119,29.786,6.645,3.93944E+11,8.11176E+11,99152823486,12.22,5474.6,44788.2,21751.1,0.4856,22145.6,0.4586,,,,7498,14253.1,5.743,5.037,1.551,67486000000,0.0832,0.17131,3726.2,6322316.333,21751.14595,44788.17022
Iran,IRN,1993,C,63100,18587855,3.77,27.735,6.417,4.26031E+11,8.19966E+11,90501731839,11.04,4868.9,44113,22919.9,0.5196,21988,0.4677,,,,5341.7,17578.1,6.725,5.195,2.521,62634000000,0.07639,0.14702,3369.6,6751679.194,22919.85585,44112.97767
Iran,IRN,1994,C,63460,19005744,3.435,25.786,6.229,4.61099E+11,7.96026E+11,92333310460,11.6,4858.2,41883.4,24261.1,0.5793,21886.3,0.4772,0.2276,5521.8,44.741,3598.6,20662.5,8.122,6.645,4.028,80923000000,0.10166,0.1755,4257.8,7265984.023,24261.05214,41883.44702
Iran,IRN,1995,C,64217,19641259,3.128,24.03,6.081,4.38491E+11,7.97362E+11,88854982203,11.14,4523.9,40596.3,22325,0.5499,21834.8,0.4869,0.233,5202,42.179,4591.9,17733.1,4.908,3.548,1.041,77698000000,0.09744,0.17719,3955.9,6828272.444,22325.00328,40596.29194
Iran,IRN,1996,C,65116,20386883,2.86,22.556,5.972,4.5751E+11,8.23238E+11,89664766893,10.89,4398.2,40380.8,22441.4,0.5557,21829.8,0.4964,0.2298,5157.2,42.803,5667.4,16774,4.313,3.094,1.162,78169000000,0.09495,0.17086,3834.3,7026071.517,22441.37433,40380.78266
Iran,IRN,1997,C,66042,21283617,2.636,21.394,5.897,4.66226E+11,8.44047E+11,1.00551E+11,11.91,4724.3,39657.1,21905.4,0.5524,21868.3,0.5056,0.2374,5199.5,42.126,5702,16203.4,3.369,2.575,0.141,79252000000,0.0939,0.16999,3723.6,7059537.349,21905.39163,39657.12132
Iran,IRN,1998,C,66954,22213287,2.456,20.548,5.85,4.9384E+11,8.70521E+11,92507342316,10.63,4164.5,39189.2,22231.7,0.5673,21947.8,0.5143,0.2569,5710.2,42.158,5356.3,16875.4,2.954,1.757,-0.61,86222000000,0.09905,0.17459,3881.6,7375811.473,22231.74271,39189.20739
Iran,IRN,1999,C,67804,23167509,2.319,20.003,5.825,5.10562E+11,9.07428E+11,91810802905,10.12,3962.9,39168.1,22037.9,0.5626,22065.9,0.5224,0.2358,5195.6,43,5556,16481.9,2.038,-0.582,-1.922,86357000000,0.09517,0.16914,3727.5,7529969.927,22037.84969,39168.13368
Iran,IRN,2000,C,68632,24042574,2.22,19.715,5.814,5.3279E+11,9.40902E+11,96541355964,10.26,4015.4,39134.8,22160.3,0.5663,22220.3,0.5299,0.2343,5192.1,43.358,5407.7,16752.6,3.896,0.585,-0.148,92512000000,0.09832,0.17364,3847.8,7762991.763,22160.25833,39134.82378
Iran,IRN,2001,C,69532,24951223,2.149,19.614,5.813,5.34814E+11,9.7318E+11,1.0386E+11,10.67,4162.5,39003.3,21434.4,0.5496,22409,0.5368,0.2403,5150.5,41.75,5456.2,15978.2,3.122,-0.224,-0.918,97378000000,0.10006,0.18208,3902.7,7691617.291,21434.36149,39003.30022
Iran,IRN,2002,C,70284,25819674,2.095,19.602,5.815,5.57691E+11,1.01115E+12,99602102108,9.85,3857.6,39162.2,21599.5,0.5515,22629.8,0.5432,0.2237,4831.8,42.816,5328.4,16271.1,3.583,-0.03,-0.281,1.02321E+11,0.10119,0.18347,3962.9,7934822.966,21599.46316,39162.18378
Iran,IRN,2003,C,70812,26519189,2.047,19.597,5.818,5.90124E+11,1.06529E+12,1.07428E+11,10.08,4050.9,40170.5,22252.7,0.554,22879.3,0.5492,0.2386,5308.6,42.181,6092.3,16160.5,3.562,-0.476,0.019,1.1244E+11,0.10555,0.19054,4239.9,8333677.005,22252.72938,40170.51585
Iran,IRN,2004,C,71440,27275110,1.999,19.552,5.815,6.05494E+11,1.11667E+12,1.22659E+11,10.98,4497.1,40940.8,22199.5,0.5422,23153.4,0.5546,0.2225,4939.2,42.159,6380.7,15818.8,3.411,-0.739,0.146,1.20663E+11,0.10806,0.19928,4423.9,8475555.651,22199.49601,40940.82214
Iran,IRN,2005,C,72283,28141176,1.949,19.443,5.804,6.60539E+11,1.15939E+12,1.35508E+11,11.69,4815.3,41199.2,23472.3,0.5697,23447.3,0.5598,0.2351,5517.8,43.58,6333.7,17138.7,4.299,0.122,1.15,1.25134E+11,0.10793,0.18944,4446.7,9138237.115,23472.33795,41199.20292
Iran,IRN,2006,C,73184,28518883,1.898,19.276,5.781,7.02732E+11,1.21006E+12,1.37908E+11,11.4,4835.7,42430.2,24640.9,0.5807,23755,0.5646,0.2428,5982.1,43.975,6612.3,18028.6,5.461,1.104,2.788,1.34265E+11,0.11096,0.19106,4707.9,9602264.733,24640.94201,42430.21155
Iran,IRN,2007,C,74093,28907222,1.851,19.089,5.75,7.45519E+11,1.30638E+12,1.31378E+11,10.06,4544.8,45192.3,25790,0.5707,24070.8,0.5692,0.2227,5743.8,44.358,7876.9,17913.1,5.805,0.682,3.546,1.38082E+11,0.1057,0.18522,4776.7,10061929.35,25790.04414,45192.30112
Iran,IRN,2008,C,75025,28968123,1.812,18.906,5.712,7.98881E+11,1.45151E+12,1.30412E+11,8.98,4501.9,50107.3,27577.9,0.5504,24389.8,0.5737,,,,9511.9,18066,6.058,-0.13,4.291,1.46824E+11,0.10115,0.18379,5068.5,10648193.06,27577.92365,50107.28299
Iraq,IRQ,1983,,14652,3319145,6.343,39.061,8.854,1.07328E+11,1.38702E+11,,,,41788.5,32336.1,0.7738,33513,0.7356,0.3364,10876.6,51.353,4643,27693.1,-1.274,,-4.981,10567000000,0.07618,0.09846,3183.7,7325155.927,32336.09398,41788.45727
Iraq,IRQ,1984,,15161,3422955,6.289,38.83,8.647,1.07584E+11,1.41762E+11,12149051910,8.57,3549.3,41415,31430.1,0.7589,32834.4,0.7167,0.3193,10037.1,51.655,4443.2,26986.9,-5.774,,-9.481,10964000000,0.07734,0.10191,3203.1,7096086.771,31430.08644,41415.03068
Iraq,IRQ,1985,,15694,3561548,6.243,38.664,8.436,1.07059E+11,1.49532E+11,12419121374,8.31,3487,41985.1,30059.8,0.716,32024.7,0.6979,0.3156,9487,49,5668.7,24391.1,-5.307,,-9.199,12183000000,0.08147,0.1138,3420.7,6821673.288,30059.77754,41985.10489
Iraq,IRQ,1986,,16247,3718870,6.201,38.547,8.22,1.17384E+11,1.66056E+11,13770679195,8.29,3702.9,44652.4,31564.3,0.7069,31098.9,0.6792,0.342,10794.3,46.515,8146.3,23418,0.086,,-3.879,13022000000,0.07842,0.11094,3501.6,7224934.704,31564.29618,44652.37701
Iraq,IRQ,1987,,16543,3788464,6.157,38.455,8.003,1.37919E+11,1.72626E+11,15011868015,8.7,3962.5,45566.1,36405.1,0.799,30070,0.6607,0.3183,11586.2,54.468,5696.5,30708.6,3.216,,-0.18,14421000000,0.08354,0.10456,3806.6,8337030.255,36405.12131,45566.11397
Iraq,IRQ,1988,,17038,3893969,6.109,38.368,7.783,1.43311E+11,1.83516E+11,15970426099,8.7,4101.3,47128.2,36803.2,0.7809,28951.2,0.6426,0.3145,11575.9,53.529,6898,29905.2,5.782,0.183,2.588,18524000000,0.10094,0.12926,4757.1,8411240.541,36803.25045,47128.2021
Iraq,IRQ,1989,,17568,4010695,6.053,38.277,7.561,1.31351E+11,1.84887E+11,17869828914,9.67,4455.5,46098.6,32750.1,0.7104,27762.3,0.625,0.3189,10444.1,48.388,4797.5,27952.6,3.992,-1.32,0.823,19976000000,0.10804,0.15208,4980.7,7476700.043,32750.101,46098.58129
Iraq,IRQ,1990,,18135,4141617,5.991,38.19,7.326,1.31428E+11,1.90597E+11,17304205505,9.08,4178.1,46020.1,31733.5,0.6896,26530.9,0.6085,,,,5556.8,26176.6,4.101,-0.752,1.084,14332000000,0.0752,0.10905,3460.5,7247192.051,31733.45769,46020.04529
Iraq,IRQ,1991,,17477,3999449,5.924,38.122,7.069,44887043984,1.86873E+11,17589442760,9.41,4398,46724.8,11223.3,0.2402,25289.4,0.5935,,,,3466.9,7756.4,-19.226,-21.588,-20.681,12932000000,0.0692,0.2881,3233.4,2568349.487,11223.30701,46724.80865
Iraq,IRQ,1992,,17868,4101947,5.855,38.082,6.786,56416493922,1.8388E+11,17135573587,9.32,4177.4,44827.6,13753.6,0.3068,24075.7,0.5805,,,,3447.7,10305.9,-17.878,-19.141,-19.468,16818000000,0.09146,0.2981,4100,3157403.958,13753.58919,44827.56667
Iraq,IRQ,1993,,18411,4252613,5.784,38.065,6.482,84449077561,1.89193E+11,19059948031,10.07,4481.9,44488.6,19858.2,0.4464,22913.4,0.5698,,,,5731.1,14127,-10.577,-11.187,-12.339,18217000000,0.09629,0.21572,4283.7,4586881.623,19858.16193,44488.5517
Iraq,IRQ,1994,,18976,4409218,5.712,38.051,6.167,79298318489,1.78863E+11,18928811979,10.58,4293,40565.7,17984.7,0.4433,21816,0.5614,,,,1950.3,16034.4,-10.093,-9.431,-11.988,20465000000,0.11442,0.25808,4641.4,4178874.288,17984.66723,40565.69241
Iraq,IRQ,1995,,19564,4558889,5.632,37.997,5.861,64460678055,1.5497E+11,27175768661,17.54,5961.1,33992.9,14139.6,0.416,20793.6,0.555,,,,720,13419.5,-14.248,-10.109,-16.168,21244000000,0.13708,0.32957,4659.9,3294861.892,14139.55858,33992.87526
Iraq,IRQ,1996,,20168,4720880,5.54,37.855,5.585,95586377358,1.29761E+11,25920714021,19.98,5490.7,27486.5,20247.6,0.7366,19852.8,0.5503,,,,150.7,20096.9,15.118,22.412,11.801,18953000000,0.14606,0.19828,4014.7,4739507.009,20247.57616,27486.50682
Iraq,IRQ,1997,,20781,4883630,5.433,37.592,5.357,59078162280,1.18871E+11,14860677029,12.5,3043,24340.6,12097.2,0.497,18993.4,0.5469,0.3095,3743.8,34.319,813.1,11284.1,0.922,9.647,-2.567,18628000000,0.15671,0.31531,3814.4,2842893.137,12097.18228,24340.60673
Iraq,IRQ,1998,,21403,5047883,5.309,37.196,5.193,80321170674,1.12367E+11,14115268177,12.56,2796.3,22260.2,15911.9,0.7148,18215.6,0.5446,0.3053,4858.1,49.657,1507.9,14403.9,-1.002,9.418,-4.431,19736000000,0.17564,0.24571,3909.8,3752799.639,15911.85269,22260.23878
Iraq,IRQ,1999,,22036,5227919,5.172,36.671,5.098,95443684143,1.397E+11,16598877005,11.88,3175,26722,18256.5,0.6832,17512.8,0.5431,0.2809,5128.7,49.128,8403.4,9853.1,3.706,8.649,0.3,19712000000,0.1411,0.20653,3770.5,4331261.76,18256.53461,26722.00914
