BLcode,country,year,sex,agefrom,ageto,lu,lp,lpc,ls,lsc,lh,lhc,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,pop,WBcode,region_code
56,Guatemala,1960,MF,25,999,72.8,23.7,5.6,2.9,1.9,0.6,0.4,1.2905,1.0871,0.1814,0.0219,1487,GTM,Latin America and the Caribbean
56,Guatemala,1965,MF,25,999,73.2,22.8,5.3,3.2,2,0.8,0.6,1.3229,1.0871,0.2066,0.0291,1694,GTM,Latin America and the Caribbean
56,Guatemala,1970,MF,25,999,72.7,22.3,5.2,4,2.3,0.9,0.7,1.3994,1.1228,0.245,0.0315,1924,GTM,Latin America and the Caribbean
56,Guatemala,1975,MF,25,999,70.1,23.8,5.7,4.9,2.8,1.2,1,1.5961,1.2498,0.3032,0.0431,2221,GTM,Latin America and the Caribbean
56,Guatemala,1980,MF,25,999,55,35.9,8.6,6.9,4,2.2,1.8,2.4205,1.881,0.459,0.0805,2506,GTM,Latin America and the Caribbean
56,Guatemala,1985,MF,25,999,50.6,38.5,11.1,8.4,5,2.4,2,2.7733,2.1375,0.5476,0.0882,2796,GTM,Latin America and the Caribbean
56,Guatemala,1990,MF,25,999,46.7,40.6,12.5,9.9,6.2,2.8,2.3,3.1075,2.3544,0.6508,0.1023,3126,GTM,Latin America and the Caribbean
56,Guatemala,1995,MF,25,999,42.6,42.6,13.5,11.6,7.7,3.2,2.6,3.4637,2.5726,0.7734,0.1177,3502,GTM,Latin America and the Caribbean
56,Guatemala,2000,MF,25,999,39.5,43.3,14.1,13.5,9.7,3.6,2.9,3.7905,2.748,0.912,0.1305,3974,GTM,Latin America and the Caribbean
56,Guatemala,2005,MF,25,999,38.9,46.4,15,11.3,7.2,3.4,2.8,3.6097,2.7263,0.7602,0.1232,4603,GTM,Latin America and the Caribbean
56,Guatemala,2010,MF,25,999,33.1,48.8,16.4,15.2,9.7,2.9,2.2,4.065,3.0415,0.9213,0.1023,5399,GTM,Latin America and the Caribbean
73,Guyana,1950,MF,25,999,19.5,75.2,44.2,4.9,1.9,0.4,0.3,4.2279,3.9011,0.3122,0.0145,173,GUY,Latin America and the Caribbean
73,Guyana,1955,MF,25,999,17.7,75.8,44.5,6,2.3,0.6,0.4,4.4108,4.003,0.3877,0.0201,187,GUY,Latin America and the Caribbean
73,Guyana,1960,MF,25,999,16.1,76.2,44.8,6.9,2.7,0.8,0.5,4.5693,4.0909,0.4534,0.025,203,GUY,Latin America and the Caribbean
73,Guyana,1965,MF,25,999,13.9,77,45.4,8.2,3.3,0.9,0.5,4.7788,4.2148,0.5359,0.028,225,GUY,Latin America and the Caribbean
73,Guyana,1970,MF,25,999,12.2,77.6,45.8,9.2,3.7,1,0.6,4.9515,4.3149,0.6039,0.0327,233,GUY,Latin America and the Caribbean
73,Guyana,1975,MF,25,999,9.9,75.7,44.6,13.1,5.5,1.2,0.8,5.3631,4.4711,0.8522,0.0398,254,GUY,Latin America and the Caribbean
73,Guyana,1980,MF,25,999,8.1,72.9,42.7,17.3,7.7,1.8,1.1,5.8172,4.6148,1.1445,0.0579,275,GUY,Latin America and the Caribbean
73,Guyana,1985,MF,25,999,7,67.8,39.6,23.5,10.8,1.7,1.1,6.2976,4.7339,1.5092,0.0545,287,GUY,Latin America and the Caribbean
73,Guyana,1990,MF,25,999,6.9,61.8,36,30.1,14.5,1.3,0.8,6.7442,4.8172,1.8842,0.0428,300,GUY,Latin America and the Caribbean
73,Guyana,1995,MF,25,999,6.9,55.8,32.4,36.5,18.1,1,0.6,7.1755,4.8913,2.2523,0.0319,322,GUY,Latin America and the Caribbean
73,Guyana,2000,MF,25,999,7,47.5,27.6,45.4,22.9,0.2,0.1,7.6905,4.989,2.6949,0.0066,354,GUY,Latin America and the Caribbean
73,Guyana,2005,MF,25,999,6.3,44,25.5,49.5,25.7,0.2,0.1,8.0363,5.0697,2.9616,0.005,387,GUY,Latin America and the Caribbean
73,Guyana,2010,MF,25,999,5.3,39.2,22.7,55.4,29.4,0.2,0.1,8.5326,5.1912,3.3337,0.0076,416,GUY,Latin America and the Caribbean
57,Haiti,1950,MF,25,999,90.9,6.6,2.3,2.4,1,0.2,0.1,0.5556,0.423,0.126,0.0066,1496,HTI,Latin America and the Caribbean
57,Haiti,1955,MF,25,999,89.8,7.5,1.8,2.5,1.1,0.2,0.1,0.5862,0.4439,0.1351,0.0072,1563,HTI,Latin America and the Caribbean
57,Haiti,1960,MF,25,999,88.1,8.7,1.6,2.9,1.3,0.3,0.2,0.6666,0.4998,0.1581,0.0087,1641,HTI,Latin America and the Caribbean
57,Haiti,1965,MF,25,999,85.7,10.7,1.8,3.3,1.6,0.3,0.2,0.7844,0.589,0.1856,0.0098,1727,HTI,Latin America and the Caribbean
57,Haiti,1970,MF,25,999,83.5,12.4,1.8,3.8,2,0.3,0.3,0.8984,0.672,0.215,0.0114,1837,HTI,Latin America and the Caribbean
57,Haiti,1975,MF,25,999,80,14.1,2.1,5.4,2.9,0.4,0.3,1.1647,0.8394,0.3108,0.0146,1962,HTI,Latin America and the Caribbean
57,Haiti,1980,MF,25,999,77,15.2,2.2,7.2,4,0.7,0.5,1.4436,0.9958,0.4231,0.0247,2121,HTI,Latin America and the Caribbean
57,Haiti,1985,MF,25,999,59.5,30.5,4.3,9.3,5.3,0.7,0.5,2.2064,1.6432,0.5402,0.0231,2319,HTI,Latin America and the Caribbean
57,Haiti,1990,MF,25,999,53,33.4,4.5,12.8,7.7,0.8,0.5,2.7251,1.9533,0.7467,0.0251,2539,HTI,Latin America and the Caribbean
57,Haiti,1995,MF,25,999,46.8,35.7,4.7,16.6,10.6,0.8,0.5,3.2662,2.2604,0.9789,0.0269,2724,HTI,Latin America and the Caribbean
57,Haiti,2000,MF,25,999,40.3,38.2,4.9,20.7,14,0.9,0.6,3.8571,2.5836,1.2435,0.03,2962,HTI,Latin America and the Caribbean
57,Haiti,2005,MF,25,999,34.1,40.3,5,24.6,18.1,1,0.7,4.4529,2.8916,1.5281,0.0332,3324,HTI,Latin America and the Caribbean
57,Haiti,2010,MF,25,999,32,38.9,4.6,28.1,22.4,1,0.8,4.8951,3.0508,1.8083,0.036,3821,HTI,Latin America and the Caribbean
58,Honduras,1950,MF,25,999,63.2,33.2,7,3.1,2.3,0.6,0.4,1.6437,1.4273,0.197,0.0195,487,HND,Latin America and the Caribbean
58,Honduras,1955,MF,25,999,61.9,34.2,7,3.3,2.5,0.6,0.4,1.7022,1.4719,0.2106,0.0197,559,HND,Latin America and the Caribbean
58,Honduras,1960,MF,25,999,60.9,34.9,6.9,3.5,2.6,0.6,0.4,1.7391,1.5,0.2193,0.0198,657,HND,Latin America and the Caribbean
58,Honduras,1965,MF,25,999,59.5,36,5,4,3,0.6,0.4,1.7667,1.5021,0.2447,0.0198,771,HND,Latin America and the Caribbean
58,Honduras,1970,MF,25,999,56.8,37.7,5,4.7,3.4,0.8,0.5,1.9248,1.609,0.2904,0.0254,863,HND,Latin America and the Caribbean
58,Honduras,1975,MF,25,999,53.1,40.5,6,5.3,3.8,1,0.6,2.1384,1.773,0.333,0.0324,983,HND,Latin America and the Caribbean
58,Honduras,1980,MF,25,999,42.9,46.7,8.3,8.4,5.7,1.9,1.2,2.8755,2.2734,0.54,0.062,1173,HND,Latin America and the Caribbean
58,Honduras,1985,MF,25,999,33.5,51.3,11.5,11.9,7.6,3.3,2.1,3.6868,2.7953,0.783,0.1085,1400,HND,Latin America and the Caribbean
58,Honduras,1990,MF,25,999,27.6,53.4,15.1,15.4,9.6,3.6,2.4,4.2815,3.194,0.9677,0.1198,1681,HND,Latin America and the Caribbean
58,Honduras,1995,MF,25,999,23.7,53.7,19,18.7,11.2,3.9,2.5,4.7936,3.5368,1.1294,0.1273,2018,HND,Latin America and the Caribbean
58,Honduras,2000,MF,25,999,19.3,55.3,24.4,21.2,11.9,4.2,2.7,5.2965,3.9133,1.245,0.1381,2410,HND,Latin America and the Caribbean
58,Honduras,2005,MF,25,999,14.7,56.4,31,23.8,12.5,5.1,3.2,5.8769,4.3541,1.3563,0.1665,2868,HND,Latin America and the Caribbean
58,Honduras,2010,MF,25,999,11.1,54.8,35.7,27.8,13.4,6.3,4,6.5016,4.7565,1.539,0.2061,3403,HND,Latin America and the Caribbean
59,Jamaica,1950,MF,25,999,21.6,73.4,23,4.5,1.8,0.4,0.3,3.415,3.1882,0.2139,0.0129,636,JAM,Latin America and the Caribbean
59,Jamaica,1955,MF,25,999,20.1,74.5,23.7,5.1,2,0.4,0.3,3.5224,3.2721,0.2366,0.0137,689,JAM,Latin America and the Caribbean
59,Jamaica,1960,MF,25,999,18.8,75.3,24.5,5.5,2.2,0.5,0.3,3.633,3.3555,0.2609,0.0166,679,JAM,Latin America and the Caribbean
59,Jamaica,1965,MF,25,999,12.3,81,27.6,6.1,2.4,0.7,0.4,3.9818,3.6645,0.2954,0.0219,697,JAM,Latin America and the Caribbean
59,Jamaica,1970,MF,25,999,5.1,86.8,31.1,6.9,2.8,1.1,0.7,4.4085,4.0168,0.3556,0.0361,700,JAM,Latin America and the Caribbean
59,Jamaica,1975,MF,25,999,4.1,84.8,32.6,9.6,3.9,1.5,0.9,4.7223,4.1835,0.4915,0.0473,726,JAM,Latin America and the Caribbean
59,Jamaica,1980,MF,25,999,3.2,79.8,33.2,15,6.6,2,1.2,5.2434,4.4109,0.7679,0.0647,830,JAM,Latin America and the Caribbean
59,Jamaica,1985,MF,25,999,3.4,71.7,32,22.4,10.3,2.4,1.6,5.8021,4.5984,1.124,0.0797,938,JAM,Latin America and the Caribbean
59,Jamaica,1990,MF,25,999,4,62.3,29.6,30.4,14.7,3.3,2.1,6.4384,4.7791,1.5506,0.1087,1052,JAM,Latin America and the Caribbean
59,Jamaica,1995,MF,25,999,5.2,47.4,23.7,40.1,20,7,4.6,7.4177,4.9624,2.224,0.2313,1160,JAM,Latin America and the Caribbean
59,Jamaica,2000,MF,25,999,6.5,32.4,16.9,48.5,24.3,12.5,8.1,8.5579,5.1443,3,0.4136,1267,JAM,Latin America and the Caribbean
59,Jamaica,2005,MF,25,999,6.1,27.7,15,52.7,27.4,13.5,8.7,9.0292,5.2533,3.3315,0.4444,1320,JAM,Latin America and the Caribbean
59,Jamaica,2010,MF,25,999,5,22.3,12.5,57.6,30.7,15,9.7,9.6337,5.4042,3.7345,0.495,1391,JAM,Latin America and the Caribbean
60,Mexico,1950,MF,25,999,46.1,48.4,10.4,4.2,1.5,1.4,1.1,2.3985,2.0969,0.2517,0.05,11088,MEX,Latin America and the Caribbean
60,Mexico,1955,MF,25,999,46,48.3,10.4,4.3,1.5,1.4,1.1,2.4065,2.1005,0.2553,0.0507,12212,MEX,Latin America and the Caribbean
60,Mexico,1960,MF,25,999,43.6,49.9,11,5.2,1.7,1.3,1.1,2.5538,2.2172,0.2875,0.0491,13701,MEX,Latin America and the Caribbean
60,Mexico,1965,MF,25,999,41.1,51.5,12.1,5.7,2.4,1.7,1.4,2.757,2.3519,0.3439,0.0612,15464,MEX,Latin America and the Caribbean
60,Mexico,1970,MF,25,999,37.4,53.4,14,6.8,3.2,2.4,1.9,3.0926,2.57,0.4383,0.0843,17661,MEX,Latin America and the Caribbean
60,Mexico,1975,MF,25,999,36.1,51.2,15.6,9.1,3.7,3.6,2.7,3.4926,2.7663,0.5998,0.1265,20283,MEX,Latin America and the Caribbean
60,Mexico,1980,MF,25,999,34.2,48.6,17.2,11.8,4.6,5.3,3.9,3.9951,3,0.8104,0.1846,23688,MEX,Latin America and the Caribbean
60,Mexico,1985,MF,25,999,27.6,48.4,18.7,17.5,6.9,6.6,5.3,4.8195,3.4552,1.1263,0.2379,27857,MEX,Latin America and the Caribbean
60,Mexico,1990,MF,25,999,22,47.4,19.3,22.8,9.1,7.8,5.6,5.5267,3.8366,1.4228,0.2673,32758,MEX,Latin America and the Caribbean
60,Mexico,1995,MF,25,999,17.2,44.6,20.4,28.2,12,10.1,8.7,6.4251,4.2424,1.8077,0.3751,38773,MEX,Latin America and the Caribbean
60,Mexico,2000,MF,25,999,13.4,42.1,32.1,32.5,13.1,12,10.2,7.4285,4.8951,2.0888,0.4446,46203,MEX,Latin America and the Caribbean
60,Mexico,2005,MF,25,999,10.2,38,19,36.9,15.3,14.9,12.5,7.8267,4.8162,2.4617,0.5487,53573,MEX,Latin America and the Caribbean
60,Mexico,2010,MF,25,999,7.6,33.6,18.9,41.9,17.7,16.8,13.9,8.5157,5.1007,2.8001,0.6149,60528,MEX,Latin America and the Caribbean
61,Nicaragua,1950,MF,25,999,64.2,32.8,7.9,2.4,1,0.5,0.3,1.5424,1.395,0.131,0.0165,429,NIC,Latin America and the Caribbean
61,Nicaragua,1955,MF,25,999,63.1,32.6,7.7,3.2,1.3,1,0.6,1.6903,1.4636,0.1942,0.0325,485,NIC,Latin America and the Caribbean
61,Nicaragua,1960,MF,25,999,59.8,34.2,8.1,4.1,1.7,1.8,1.1,1.9608,1.6231,0.2797,0.058,549,NIC,Latin America and the Caribbean
61,Nicaragua,1965,MF,25,999,56,35.8,8.4,5.4,2.2,2.8,1.8,2.302,1.8165,0.3938,0.0917,628,NIC,Latin America and the Caribbean
61,Nicaragua,1970,MF,25,999,53.9,34.6,8.2,7.2,2.9,4.4,2.8,2.6908,1.9802,0.5668,0.1438,720,NIC,Latin America and the Caribbean
61,Nicaragua,1975,MF,25,999,50.9,36.1,8.6,7.5,3.1,5.4,3.4,2.9393,2.1182,0.6449,0.1761,836,NIC,Latin America and the Caribbean
61,Nicaragua,1980,MF,25,999,48.3,36.9,8.9,7.8,3.4,7,4.3,3.2395,2.2603,0.7544,0.2248,992,NIC,Latin America and the Caribbean
61,Nicaragua,1985,MF,25,999,45.9,37.3,9.2,7.4,3.4,9.4,6,3.5944,2.3999,0.8872,0.3073,1153,NIC,Latin America and the Caribbean
61,Nicaragua,1990,MF,25,999,44.1,35.7,8.9,9.6,4.6,10.6,6.9,3.9598,2.5488,1.0616,0.3493,1315,NIC,Latin America and the Caribbean
61,Nicaragua,1995,MF,25,999,41.7,35.2,9,11.8,5.9,11.3,7.3,4.2847,2.7079,1.2057,0.371,1534,NIC,Latin America and the Caribbean
61,Nicaragua,2000,MF,25,999,38.6,35.5,9.2,13.6,6.9,12.3,7.9,4.653,2.8945,1.3532,0.4053,1790,NIC,Latin America and the Caribbean
61,Nicaragua,2005,MF,25,999,35.9,33,8.7,17.1,9,14,8.9,5.1431,3.1145,1.5702,0.4584,2135,NIC,Latin America and the Caribbean
61,Nicaragua,2010,MF,25,999,32.1,30.3,8.1,21.7,11.6,15.9,10.1,5.7673,3.4054,1.8427,0.5192,2579,NIC,Latin America and the Caribbean
62,Panama,1950,MF,25,999,36.5,50.1,22.1,11.8,3.2,1.7,1.3,3.5887,2.976,0.5534,0.0593,360,PAN,Latin America and the Caribbean
62,Panama,1955,MF,25,999,33.3,51.7,23.3,13.1,3.6,1.9,1.4,3.8337,3.1503,0.6165,0.0668,398,PAN,Latin America and the Caribbean
62,Panama,1960,MF,25,999,28,54.1,24.4,15.4,4.1,2.6,1.8,4.2644,3.435,0.741,0.0884,440,PAN,Latin America and the Caribbean
62,Panama,1965,MF,25,999,26.9,53.8,22.1,16.3,5.8,3.1,2.1,4.3865,3.4355,0.8468,0.1041,494,PAN,Latin America and the Caribbean
62,Panama,1970,MF,25,999,24.9,53.5,21.8,17.4,8.4,4.2,2.8,4.7221,3.5557,1.026,0.1404,564,PAN,Latin America and the Caribbean
62,Panama,1975,MF,25,999,21.7,52.6,22.9,20.2,10,5.5,3.5,5.2248,3.8092,1.2348,0.1808,653,PAN,Latin America and the Caribbean
62,Panama,1980,MF,25,999,18.3,50.3,23.2,23.2,11.5,8.3,4.9,5.8971,4.095,1.539,0.2631,767,PAN,Latin America and the Caribbean
62,Panama,1985,MF,25,999,15,47.2,23.9,27.2,14.3,10.6,6.6,6.6274,4.4008,1.8829,0.3436,897,PAN,Latin America and the Caribbean
62,Panama,1990,MF,25,999,12.2,43.8,22.7,30.2,15.1,13.8,8,7.2572,4.636,2.1857,0.4356,1056,PAN,Latin America and the Caribbean
62,Panama,1995,MF,25,999,10.1,40,23.9,33.4,19.3,16.6,11.2,8.0401,4.9107,2.5735,0.5559,1252,PAN,Latin America and the Caribbean
62,Panama,2000,MF,25,999,8.9,36.5,22,34,18.8,20.4,14.9,8.5308,5.0174,2.808,0.7054,1464,PAN,Latin America and the Caribbean
62,Panama,2005,MF,25,999,7.4,34.2,22.3,37.1,22.7,21.3,15.6,9.0049,5.1961,3.0708,0.738,1673,PAN,Latin America and the Caribbean
62,Panama,2010,MF,25,999,6,31.9,21.4,39.4,24.6,22.7,16.4,9.3885,5.3267,3.2808,0.7811,1884,PAN,Latin America and the Caribbean
74,Paraguay,1950,MF,25,999,39.1,54.6,7.8,5.4,2.4,0.8,0.5,2.5514,2.244,0.2808,0.0265,648,PRY,Latin America and the Caribbean
74,Paraguay,1955,MF,25,999,32.7,60,7.6,6.2,2.7,1,0.7,2.8176,2.459,0.3255,0.0331,681,PRY,Latin America and the Caribbean
74,Paraguay,1960,MF,25,999,26.4,65.4,8.4,6.9,3,1.2,1,3.1138,2.7006,0.3701,0.0431,712,PRY,Latin America and the Caribbean
74,Paraguay,1965,MF,25,999,23.7,66.3,9.2,8.5,3.7,1.4,1.1,3.3667,2.8613,0.4538,0.0515,772,PRY,Latin America and the Caribbean
74,Paraguay,1970,MF,25,999,19.6,68,10.3,10.5,4.6,2,1.6,3.7438,3.099,0.573,0.0718,846,PRY,Latin America and the Caribbean
74,Paraguay,1975,MF,25,999,17.2,67.7,12.9,12.8,5.5,2.3,1.7,4.0935,3.326,0.6876,0.0799,935,PRY,Latin America and the Caribbean
74,Paraguay,1980,MF,25,999,14.1,66.6,15.5,16,7,3.4,2.5,4.6389,3.627,0.894,0.1179,1147,PRY,Latin America and the Caribbean
74,Paraguay,1985,MF,25,999,10.8,65.6,19.3,18.4,8.5,5.2,3.8,5.2644,3.9617,1.1215,0.1812,1355,PRY,Latin America and the Caribbean
74,Paraguay,1990,MF,25,999,9.1,63.7,20.6,19.7,9.9,7.5,5.3,5.7516,4.1589,1.3374,0.2553,1629,PRY,Latin America and the Caribbean
74,Paraguay,1995,MF,25,999,7.7,65.1,29.4,19.5,11.7,7.6,5.8,6.1247,4.4638,1.392,0.2688,1913,PRY,Latin America and the Caribbean
74,Paraguay,2000,MF,25,999,8.8,63.9,19.7,19.8,14.2,7.5,6,5.8856,4.1447,1.4703,0.2706,2221,PRY,Latin America and the Caribbean
74,Paraguay,2005,MF,25,999,5.4,55.8,25.3,35,23.6,3.7,2.9,6.8723,4.7575,1.9822,0.1326,2584,PRY,Latin America and the Caribbean
74,Paraguay,2010,MF,25,999,3.7,48.4,25.4,43.9,30.4,4,3.1,7.7029,5.09,2.4704,0.1424,3046,PRY,Latin America and the Caribbean
75,Peru,1950,MF,25,999,49.1,41.7,13.8,7.2,4,2,1.6,2.6875,2.2199,0.3966,0.071,3026,PER,Latin America and the Caribbean
75,Peru,1955,MF,25,999,45.2,44,14.6,8.5,4.7,2.3,1.8,2.9478,2.4041,0.4613,0.0823,3378,PER,Latin America and the Caribbean
75,Peru,1960,MF,25,999,42.8,44.9,15,9.7,5.2,2.6,2.1,3.1543,2.5341,0.5257,0.0945,3820,PER,Latin America and the Caribbean
75,Peru,1965,MF,25,999,38.4,47,15.9,11.3,6.1,3.2,2.6,3.4959,2.7589,0.6209,0.116,4336,PER,Latin America and the Caribbean
75,Peru,1970,MF,25,999,35,47.1,16.1,13.4,7.1,4.5,3.7,3.9025,2.97,0.769,0.1635,4923,PER,Latin America and the Caribbean
75,Peru,1975,MF,25,999,28.5,46.8,17.3,17.9,9.3,6.8,5.6,4.7195,3.4063,1.0641,0.249,5668,PER,Latin America and the Caribbean
75,Peru,1980,MF,25,999,24,44.5,17.2,21.4,10.7,10.1,8.2,5.4687,3.741,1.361,0.3667,6597,PER,Latin America and the Caribbean
75,Peru,1985,MF,25,999,20.3,42.1,12.5,25.7,14.2,11.6,9.4,5.9329,3.8774,1.6349,0.4206,7711,PER,Latin America and the Caribbean
75,Peru,1990,MF,25,999,17.5,39.4,9.9,27.7,17.5,15.4,12.5,6.5779,4.0682,1.9518,0.5578,9016,PER,Latin America and the Caribbean
75,Peru,1995,MF,25,999,16.5,35.2,8.2,27.6,22.5,20.7,16.7,7.2599,4.1991,2.3127,0.7482,10331,PER,Latin America and the Caribbean
75,Peru,2000,MF,25,999,13.5,32.7,8,32.7,24.3,21.1,17,7.7296,4.4464,2.5217,0.7615,11849,PER,Latin America and the Caribbean
75,Peru,2005,MF,25,999,10.5,30.3,7.7,38.5,26.3,20.7,16.7,8.1562,4.6926,2.7167,0.7469,13559,PER,Latin America and the Caribbean
75,Peru,2010,MF,25,999,8.3,24.9,6.7,46.2,28.7,20.6,16.6,8.6582,4.9556,2.96,0.7426,15352,PER,Latin America and the Caribbean
65,Trinidad and Tobago,1950,MF,25,999,19,73.6,40.5,6.7,2,0.6,0.4,4.8296,4.5083,0.3005,0.0208,275,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1955,MF,25,999,17.3,73.7,40.7,8.2,2.3,0.8,0.5,5.0195,4.6307,0.3622,0.0266,300,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1960,MF,25,999,15.7,73.8,40.8,9.5,2.6,0.9,0.7,5.1907,4.7421,0.4167,0.032,333,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1965,MF,25,999,13.2,73.5,41,12.1,3,1.1,0.8,5.4888,4.9309,0.5199,0.038,347,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1970,MF,25,999,11.6,73.2,41,14,3.3,1.2,0.9,5.6944,5.0624,0.5901,0.0419,368,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1975,MF,25,999,5.8,73.6,42.6,18.8,4,1.8,1.4,6.367,5.5091,0.7934,0.0644,408,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1980,MF,25,999,1.3,72,42.6,23.7,4,2.9,2.3,6.9822,5.873,1.005,0.1042,462,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1985,MF,25,999,3.2,65.4,40.3,28.3,5.3,3.1,2.4,7.1954,5.894,1.1925,0.1089,535,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1990,MF,25,999,4.6,58.6,37.1,33.3,6.3,3.5,2.7,7.4468,5.9247,1.3977,0.1244,588,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,1995,MF,25,999,3.6,52.5,34.2,40.4,7.8,3.5,2.7,7.8843,6.105,1.6551,0.1242,641,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,2000,MF,25,999,2.7,45.8,30.7,47.9,9.8,3.6,2.8,8.3409,6.2843,1.9278,0.1288,696,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,2005,MF,25,999,2,38.2,26.4,56.1,12.5,3.7,2.9,8.8122,6.4476,2.2326,0.1319,755,TTO,Latin America and the Caribbean
65,Trinidad and Tobago,2010,MF,25,999,1.5,31.5,22.4,63.2,15.7,3.9,3.1,9.2442,6.5835,2.5213,0.1395,827,TTO,Latin America and the Caribbean
77,Uruguay,1950,MF,25,999,21,68,24.5,7.1,2.5,3.7,1.1,4.0379,3.4287,0.5127,0.0965,1220,URY,Latin America and the Caribbean
77,Uruguay,1955,MF,25,999,18.2,69.3,24.8,8.4,3.1,4,1.2,4.2601,3.5695,0.5863,0.1043,1318,URY,Latin America and the Caribbean
77,Uruguay,1960,MF,25,999,15.4,69.7,24.9,10.3,4,4.4,1.3,4.5367,3.7258,0.6966,0.1143,1426,URY,Latin America and the Caribbean
77,Uruguay,1965,MF,25,999,14.1,70.2,25,12,4.9,4.7,1.3,4.7634,3.8551,0.7873,0.121,1517,URY,Latin America and the Caribbean
77,Uruguay,1970,MF,25,999,11.3,68.5,28.7,14.8,6.3,5.4,2.1,5.2364,4.1286,0.9581,0.1497,1586,URY,Latin America and the Caribbean
77,Uruguay,1975,MF,25,999,9.9,66.3,29.6,17.4,7.6,6.3,3,5.6139,4.299,1.1293,0.1856,1605,URY,Latin America and the Caribbean
77,Uruguay,1980,MF,25,999,6.8,62.8,29.9,23.2,10.4,7.1,3.9,6.2611,4.603,1.4367,0.2214,1661,URY,Latin America and the Caribbean
77,Uruguay,1985,MF,25,999,4.7,58,29.2,29.2,13.2,8.1,5,6.8764,4.8544,1.7594,0.2626,1735,URY,Latin America and the Caribbean
77,Uruguay,1990,MF,25,999,4.9,55.1,29.6,30.1,13.1,9.9,6.7,7.1601,4.9399,1.8886,0.3316,1809,URY,Latin America and the Caribbean
77,Uruguay,1995,MF,25,999,4.9,52.9,28.3,30.3,12,11.9,8.7,7.3615,4.9683,1.9818,0.4114,1882,URY,Latin America and the Caribbean
77,Uruguay,2000,MF,25,999,2.9,49.1,34.6,37,14.5,11,8,7.9812,5.3934,2.207,0.3807,1987,URY,Latin America and the Caribbean
77,Uruguay,2005,MF,25,999,1.9,50.9,35.8,37.5,15.1,9.6,7,7.919,5.4307,2.1562,0.3321,2106,URY,Latin America and the Caribbean
77,Uruguay,2010,MF,25,999,1.1,44.6,35.3,45.5,18.6,8.8,6.4,8.4104,5.6554,2.4507,0.3043,2200,URY,Latin America and the Caribbean
78,Venezuela,1950,MF,25,999,53.4,41.9,7.9,3.3,0.8,1.4,0.4,1.9978,1.776,0.185,0.0368,1924,VEN,Latin America and the Caribbean
78,Venezuela,1955,MF,25,999,50,44.6,16,4.1,1.3,1.4,0.7,2.4006,2.1424,0.2165,0.0416,2333,VEN,Latin America and the Caribbean
78,Venezuela,1960,MF,25,999,49.1,44.1,15.7,5.3,2.2,1.5,0.8,2.5265,2.202,0.278,0.0465,2787,VEN,Latin America and the Caribbean
78,Venezuela,1965,MF,25,999,46.4,44.1,12.4,7.6,3.1,1.9,1,2.7047,2.2627,0.3842,0.0578,3227,VEN,Latin America and the Caribbean
78,Venezuela,1970,MF,25,999,47.1,39.2,8.7,11.1,4.4,2.6,1.4,2.8915,2.2605,0.5509,0.08,3775,VEN,Latin America and the Caribbean
78,Venezuela,1975,MF,25,999,34.3,44.8,9.8,16.1,6.1,4.8,2.5,3.8853,2.8934,0.8455,0.1464,4655,VEN,Latin America and the Caribbean
78,Venezuela,1980,MF,25,999,23.5,47.2,10.7,22.3,8,7,3.4,4.8817,3.4945,1.1793,0.2078,5783,VEN,Latin America and the Caribbean
78,Venezuela,1985,MF,25,999,21.3,49.5,12.6,19.8,6.8,9.4,3.5,5.0695,3.6124,1.1991,0.258,6952,VEN,Latin America and the Caribbean
78,Venezuela,1990,MF,25,999,21.2,55,14.4,12,4,11.8,3.2,4.8384,3.5102,1.0283,0.2999,8376,VEN,Latin America and the Caribbean
78,Venezuela,1995,MF,25,999,18.5,54,17,14.6,4.7,13,3.5,5.2912,3.7821,1.1796,0.3295,9885,VEN,Latin America and the Caribbean
78,Venezuela,2000,MF,25,999,16.3,55,19.8,14.7,4.5,14,3.8,5.5782,3.9633,1.2603,0.3546,11443,VEN,Latin America and the Caribbean
78,Venezuela,2005,MF,25,999,14.3,56.3,23.9,15,4.5,14.4,3.8,5.8508,4.1678,1.319,0.364,13220,VEN,Latin America and the Caribbean
78,Venezuela,2010,MF,25,999,13,55.5,28.1,16.1,4.7,15.4,4.1,6.1884,4.3973,1.4013,0.3897,15136,VEN,Latin America and the Caribbean
1,Algeria,1950,MF,25,999,79.2,18.9,3.5,1.6,0.4,0.3,0.2,0.8989,0.7878,0.0996,0.0115,3609,DZA,Middle East and North Africa
1,Algeria,1955,MF,25,999,79.8,18.1,3.6,1.7,0.5,0.4,0.3,0.9012,0.777,0.111,0.0132,3882,DZA,Middle East and North Africa
