Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
Japan,DB2006,..,..,11,31,10.7,75.3,..,14,163,19.9,..,..,..,..,..,6,14,4.1,..,7,6,0,61.2,..,7,6,8,7,..,14,315,..,..,..,53.1,..,3,10,859,5,11,957,..,360,32.2,30,..,0.6,4,92.6
Japan,DB2007,..,..,8,23,7.5,0,..,14,163,20.1,..,..,..,..,..,6,14,4.1,..,7,6,0,..,..,7,6,8,7,..,14,350,..,..,..,53.3,..,3,10,859,5,11,957,..,360,32.2,30,..,0.6,4,92.7
Japan,DB2008,..,..,8,23,7.5,0,..,14,172,17.8,..,..,..,..,..,6,14,5,..,7,6,0,68.3,..,7,6,8,7,..,14,350,..,..,..,53.3,..,3,10,859,5,11,957,..,360,32.2,30,..,0.6,4,92.6
Japan,DB2009,..,..,8,23,7.5,0,..,14,172,19.1,..,..,..,..,..,6,14,5,..,7,6,0,76.2,..,7,6,8,7,..,14,355,..,..,..,55.6,..,3,10,859,5,11,957,..,360,32.2,30,..,0.6,4,92.5
Japan,DB2010,..,..,8,23,7.5,0,..,14,172,19.3,..,3,117,0,..,6,14,5,..,7,6,0,76.2,..,7,6,8,7,..,14,355,..,..,..,55.9,..,3,10,859,5,11,957,..,360,32.2,30,..,0.6,4,92.5
Japan,DB2011,20,99,8,23,7.5,0,58,14,193,20.8,26,3,117,0,57,6,14,5.5,21,7,6,0,76.1,16,7,6,8,7,115,14,355,..,..,..,48.6,17,3,10,880,5,11,970,32,360,32.2,30,1,0.6,4,92.7
Japan,DB2012,20,107,8,23,7.5,0,63,14,193,27.9,26,3,117,0,58,6,14,5.7,24,7,6,0,99,17,7,6,8,7,120,14,330,27,16.5,5.7,49.1,16,3,10,880,5,11,970,34,360,32.2,30,1,0.6,4,92.7
Jordan,DB2004,..,..,13,79,104.1,"1,175.90",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,689,31.2,39,..,4.3,9,26.6
Jordan,DB2005,..,..,10,26,102.1,"1,147.70",..,..,..,..,..,..,..,..,..,7,21,10,..,4,2,0.5,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,689,31.2,39,..,4.3,9,25.9
Jordan,DB2006,..,..,10,16,85.5,"1,011.60",..,20,92,"1,176.60",..,..,..,..,..,7,21,10,..,4,2,0.6,0,..,5,4,4,4.3,..,26,101,..,..,..,31.1,..,6,28,720,12,28,955,..,689,31.2,39,..,4.3,9,27.9
Jordan,DB2007,..,..,10,16,73,864.4,..,20,92,"1,005.30",..,..,..,..,..,7,21,10,..,4,2,0.7,0,..,5,4,4,4.3,..,26,101,..,..,..,31.1,..,6,19,680,7,22,"1,065",..,689,31.2,39,..,4.3,9,28.2
Jordan,DB2008,..,..,8,13,23.8,795.4,..,20,92,925,..,..,..,..,..,7,21,10,..,4,2,0.8,0,..,5,4,4,4.3,..,26,101,..,..,..,31.1,..,6,19,680,7,22,"1,065",..,689,31.2,39,..,4.3,9,27.8
Jordan,DB2009,..,..,8,13,21.7,24.2,..,20,92,844.2,..,..,..,..,..,7,21,10,..,4,2,1,0,..,5,4,4,4.3,..,26,101,..,..,..,31.1,..,6,19,730,7,22,"1,290",..,689,31.2,39,..,4.3,9,27.3
Jordan,DB2010,..,..,7,12,17.7,19.9,..,17,70,693.2,..,5,43,527.2,..,7,21,7.5,..,4,2,1,0,..,5,4,4,4.3,..,26,101,..,..,..,31.1,..,6,17,730,7,19,"1,290",..,689,31.2,38,..,4.3,9,27.3
Jordan,DB2011,95,98,7,12,16.3,17.9,94,17,70,630.5,35,5,43,323.8,103,7,21,7.5,130,4,2,1.5,0,120,5,4,4,4.3,19,26,101,..,..,..,31.2,74,6,14,825,7,18,"1,335",130,689,31.2,38,104,4.3,9,26.9
Jordan,DB2012,96,95,7,12,13.9,0,93,17,70,534.2,36,5,43,274.2,101,7,21,7.5,150,4,2,1.6,0,122,5,4,4,4.3,21,25,116,13,12.4,2.3,27.7,58,6,13,825,7,15,"1,335",130,689,31.2,38,104,4.3,9,27.2
Kazakhstan,DB2004,..,..,10,26,11.1,35.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,410,22,40,..,1.5,15,30.3
Kazakhstan,DB2005,..,..,10,26,10.5,32.7,..,..,..,..,..,..,..,..,..,7,51,1.7,..,4,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,410,22,40,..,1.5,15,30.3
Kazakhstan,DB2006,..,..,8,25,8.6,28.1,..,36,258,297.4,..,..,..,..,..,7,51,1.6,..,4,0,0,0,..,7,1,9,5.7,..,8,271,..,..,..,43,..,10,89,"2,730",13,76,"2,780",..,390,22,36,..,1.5,15,36.4
Kazakhstan,DB2007,..,..,8,21,7,23.1,..,36,258,230,..,..,..,..,..,7,51,1.8,..,4,4,0,5.5,..,7,1,9,5.7,..,8,271,..,..,..,43,..,10,89,"2,730",13,76,"2,780",..,390,22,36,..,1.5,15,39.3
Kazakhstan,DB2008,..,..,8,21,7.6,22.9,..,36,258,215,..,..,..,..,..,7,51,0.9,..,4,4,0,13.7,..,7,1,9,5.7,..,8,271,..,..,..,40.3,..,10,89,"2,730",13,76,"2,780",..,390,22,36,..,1.5,15,39.1
Kazakhstan,DB2009,..,..,8,21,5.2,15.9,..,36,258,142.9,..,..,..,..,..,4,40,0.1,..,4,5,0,25.6,..,7,1,9,5.7,..,8,271,..,..,..,40.4,..,10,89,"3,005",13,76,"3,055",..,390,22,36,..,1.5,15,40.6
Kazakhstan,DB2010,..,..,7,20,4.8,13.4,..,35,244,123.7,..,6,88,115.6,..,4,40,0.1,..,4,5,0,29.5,..,7,1,9,5.7,..,8,271,..,..,..,34.7,..,10,84,"3,005",13,71,"3,055",..,390,22,36,..,1.5,15,40.6
Kazakhstan,DB2011,58,49,6,19,1,0,148,32,189,119.8,87,6,88,111.3,27,4,40,0.1,75,4,5,0,29.9,44,8,1,9,6,26,7,271,..,..,..,28.6,176,9,76,"3,005",12,62,"3,055",26,390,22,36,49,1.5,15,43.3
Kazakhstan,DB2012,47,57,6,19,0.8,0,147,32,189,93.2,86,6,88,88.4,29,4,40,0.1,78,4,5,0,37.6,10,9,6,9,8,13,7,188,15.9,11.2,1.6,28.6,176,9,76,"3,130",12,62,"3,290",27,390,22,36,54,1.5,15,42.7
Kenya,DB2004,..,..,12,60,51.7,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,465,34.2,40,..,4.5,22,25.4
Kenya,DB2005,..,..,12,47,53.4,0,..,..,..,..,..,..,..,..,..,7,39,4,..,10,0,0,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,465,34.2,40,..,4.5,22,27.8
Kenya,DB2006,..,..,13,54,48.2,0,..,7,163,65.5,..,..,..,..,..,8,73,4.1,..,10,2,0,0.1,..,3,2,10,5,..,42,372,..,..,..,50.2,..,7,45,"1,980",12,62,"2,325",..,465,34.2,40,..,4.5,22,32.6
Kenya,DB2007,..,..,13,54,46.3,0,..,7,163,61.6,..,..,..,..,..,8,73,4.1,..,10,2,0,0.1,..,3,2,10,5,..,42,432,..,..,..,50.2,..,8,29,"1,955",7,37,"1,995",..,465,34.2,40,..,4.5,22,31.8
Kenya,DB2008,..,..,12,44,46.1,0,..,7,130,54,..,..,..,..,..,8,64,4.2,..,10,4,0,1.5,..,3,2,10,5,..,41,432,..,..,..,49.7,..,8,29,"1,955",7,37,"1,995",..,465,34.2,40,..,4.5,22,31
Kenya,DB2009,..,..,12,30,39.7,0,..,7,105,42.5,..,..,..,..,..,8,64,4.1,..,10,4,0,2.1,..,3,2,10,5,..,41,417,..,..,..,49.7,..,8,29,"2,055",7,26,"2,190",..,465,34.2,40,..,4.5,22,31.6
Kenya,DB2010,..,..,12,34,36.5,0,..,8,125,158.4,..,4,163,"1,397.20",..,8,64,4.2,..,10,4,0,2.3,..,3,2,10,5,..,41,417,..,..,..,49.7,..,8,27,"2,055",7,25,"2,190",..,465,47.2,40,..,4.5,22,31.6
Kenya,DB2011,106,128,11,33,38.3,0,38,8,125,164.4,111,4,163,"1,449.60",133,8,64,4.2,8,10,4,0,3.3,93,3,2,10,5,163,41,393,..,..,..,49.7,141,8,26,"2,055",7,24,"2,190",126,465,47.2,40,90,4.5,22,29.8
Kenya,DB2012,109,132,11,33,37.8,0,37,8,125,160.9,115,4,163,"1,419.20",133,8,64,4.3,8,10,4,0,4.5,97,3,2,10,5,166,41,393,33.1,6.8,9.7,49.6,141,8,26,"2,055",7,24,"2,190",127,465,47.2,40,92,4.5,22,30.9
Kiribati,DB2004,..,..,6,21,51.6,27.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2005,..,..,7,31,64.1,34.6,..,..,..,..,..,..,..,..,..,5,513,0.1,..,5,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2006,..,..,7,31,40.3,38.4,..,16,170,297.4,..,..,..,..,..,5,513,0.1,..,5,0,0,0,..,6,5,7,6,..,7,120,..,..,..,31.8,..,6,21,"1,550",7,21,"1,550",..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2007,..,..,7,31,28.4,27,..,16,170,209.7,..,..,..,..,..,5,513,0,..,5,0,0,0,..,6,5,7,6,..,7,120,..,..,..,31.8,..,6,21,"1,550",7,21,"1,550",..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2008,..,..,7,31,32.1,30.6,..,16,170,237.4,..,..,..,..,..,5,513,0.1,..,5,0,0,0,..,6,5,7,6,..,7,120,..,..,..,31.8,..,6,21,"1,550",7,21,"1,550",..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2009,..,..,7,31,36.6,34.9,..,16,170,270.6,..,..,..,..,..,5,513,0.1,..,5,0,0,0,..,6,5,7,6,..,7,120,..,..,..,31.8,..,6,21,"1,070",7,21,"1,070",..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2010,..,..,7,31,21.6,20.5,..,16,170,159.2,..,6,97,"5,029.40",..,5,513,0,..,5,0,0,0,..,6,5,7,6,..,7,120,..,..,..,31.8,..,6,21,"1,070",7,21,"1,070",..,660,25.8,32,..,no practice,no practice,0
Kiribati,DB2011,111,135,7,31,22.8,21.7,102,16,170,168.4,159,6,97,"5,320.00",69,5,513,0,139,5,0,0,0,44,6,5,7,6,6,7,120,..,..,..,31.8,84,6,21,"1,070",7,21,"1,070",77,660,25.8,32,183,no practice,no practice,0
Kiribati,DB2012,115,141,7,31,22.2,21.1,106,16,170,163.7,159,6,97,"5,162.70",69,5,513,0,159,5,0,0,0,46,6,5,7,6,6,7,120,23.4,8.5,0,31.8,85,6,21,"1,120",7,21,"1,120",75,660,25.8,32,183,no practice,no practice,0
"Korea, Rep.",DB2004,..,..,10,17,18.4,347.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230,10.3,35,..,1.5,4,81
"Korea, Rep.",DB2005,..,..,10,17,15.7,332,..,..,..,..,..,..,..,..,..,7,11,6.1,..,8,5,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230,10.3,35,..,1.5,4,81.3
"Korea, Rep.",DB2006,..,..,10,17,15.7,308.8,..,12,55,108.8,..,..,..,..,..,7,11,5.1,..,8,5,0,80.7,..,7,2,7,5.3,..,14,290,..,..,..,36.4,..,5,12,780,8,12,"1,040",..,230,10.3,35,..,1.5,4,81.7
"Korea, Rep.",DB2007,..,..,10,17,18.2,299.7,..,12,30,114.3,..,..,..,..,..,7,11,5.1,..,8,5,0,76.6,..,7,2,7,5.3,..,14,290,..,..,..,32.3,..,5,12,780,8,12,"1,040",..,230,10.3,35,..,1.5,4,81.8
"Korea, Rep.",DB2008,..,..,10,17,17.1,296,..,12,30,112.9,..,..,..,..,..,7,11,5.1,..,8,5,0,74.2,..,7,2,7,5.3,..,14,290,..,..,..,31.2,..,4,11,745,6,10,745,..,230,10.3,35,..,1.5,4,81.2
"Korea, Rep.",DB2009,..,..,10,17,16.9,268.9,..,12,30,102.5,..,..,..,..,..,7,11,5.1,..,8,6,0,90.4,..,7,2,7,5.3,..,14,250,..,..,..,33.5,..,4,8,767,6,8,747,..,230,10.3,35,..,1.5,4,80.5
"Korea, Rep.",DB2010,..,..,8,14,14.7,0,..,12,30,89.9,..,..,..,..,..,7,11,5.1,..,8,6,0,93.8,..,7,2,7,5.3,..,14,250,..,..,..,31.9,..,3,8,742,3,8,742,..,230,10.3,35,..,1.5,4,80.5
"Korea, Rep.",DB2011,15,59,8,14,14.7,0,27,12,30,87,9,4,49,42.3,74,7,11,5.1,8,8,6,0,93.3,74,7,2,7,5.3,40,14,250,..,..,..,29.8,10,3,8,790,3,7,790,4,230,10.3,35,13,1.5,4,81.7
"Korea, Rep.",DB2012,8,24,5,7,14.6,0,26,12,30,79.5,11,4,49,38.6,71,7,11,5.1,8,8,6,0,100,79,7,2,7,5.3,38,12,225,15.1,13,1.5,29.7,4,3,7,680,3,7,695,2,230,10.3,33,13,1.5,4,82.3
Kosovo,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Kosovo,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Kosovo,DB2006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Kosovo,DB2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Kosovo,DB2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0,..
Kosovo,DB2009,..,..,9,52,46,180.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0,..
Kosovo,DB2010,..,..,9,52,26.4,103.4,..,17,301,"1,257.10",..,7,60,"1,561.70",..,8,33,0.6,..,8,5,18.9,0,..,3,2,3,2.7,..,33,163,..,..,..,28.3,..,8,17,"2,270",8,16,"2,330",..,420,61.2,53,..,2,15,56.8
Kosovo,DB2011,117,165,10,58,28.7,112.4,169,17,301,833.9,120,7,60,"1,036.00",66,8,33,0.6,21,8,5,16.9,0,172,3,2,3,2.7,45,33,163,..,..,..,16.5,129,8,17,"2,230",8,16,"2,280",157,420,61.2,53,31,2,15,57.6
Kosovo,DB2012,117,168,10,58,26.7,104.6,171,17,301,775.8,124,7,60,"1,016.80",73,8,33,0.6,24,8,5,20.5,0,174,3,2,3,2.7,46,33,164,9.1,5.6,0.6,15.4,131,8,17,"2,270",8,16,"2,280",157,420,61.2,53,31,2,15,57.4
Kuwait,DB2004,..,..,13,35,2,148.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,566,18.8,50,..,4.2,1,37.8
Kuwait,DB2005,..,..,13,35,2.4,148.5,..,..,..,..,..,..,..,..,..,8,75,0.6,..,4,3,0,16.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,566,18.8,50,..,4.2,1,38.7
Kuwait,DB2006,..,..,13,35,2.2,133.8,..,24,156,225.4,..,..,..,..,..,8,75,0.6,..,4,3,0,16.1,..,7,7,5,6.3,..,14,118,..,..,..,14.4,..,7,19,935,10,20,935,..,566,18.8,50,..,4.2,1,38.3
Kuwait,DB2007,..,..,13,35,1.6,100.8,..,24,156,169.8,..,..,..,..,..,8,55,0.5,..,4,3,0,16.1,..,7,7,5,6.3,..,14,118,..,..,..,14.4,..,7,19,935,10,20,935,..,566,18.8,50,..,4.2,1,34.5
Kuwait,DB2008,..,..,13,35,1.6,99.9,..,24,130,169.4,..,..,..,..,..,8,55,0.5,..,4,4,0,14.5,..,7,7,5,6.3,..,14,118,..,..,..,14.4,..,7,19,935,10,20,935,..,566,18.8,50,..,4.2,1,33.6
Kuwait,DB2009,..,..,13,35,1.3,81.7,..,24,130,138.7,..,..,..,..,..,8,55,0.5,..,4,4,0,31.2,..,7,7,5,6.3,..,14,118,..,..,..,14.4,..,7,19,995,10,20,"1,152",..,566,18.8,50,..,4.2,1,34.5
Kuwait,DB2010,..,..,13,35,1,59.2,..,24,130,100.4,..,7,42,46.7,..,8,55,0.5,..,4,4,0,30.4,..,7,7,5,6.3,..,15,118,..,..,..,15.5,..,7,16,"1,060",10,19,"1,217",..,566,18.8,50,..,4.2,1,34.5
Kuwait,DB2011,71,141,13,35,1.3,82.7,118,24,130,140.3,62,7,42,63.4,93,8,55,0.5,96,4,4,0,29.6,28,7,7,5,6.3,14,15,118,..,..,..,15.5,112,7,16,"1,060",10,19,"1,217",117,566,18.8,50,65,4.2,1,37.9
Kuwait,DB2012,67,142,12,32,1.2,71.8,121,24,130,121.8,57,7,42,48.2,88,8,47,0.5,98,4,4,0,29,29,7,7,5,6.3,15,15,118,4.7,10.7,0,15.5,112,7,16,"1,085",10,19,"1,242",117,566,18.8,50,48,4.2,1,43.9
Kyrgyz Republic,DB2004,..,..,9,21,12.5,0.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,260,29,38,..,4,15,14.7
Kyrgyz Republic,DB2005,..,..,9,21,11.5,0.6,..,..,..,..,..,..,..,..,..,7,8,5.9,..,6,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,260,29,38,..,4,15,15.9
Kyrgyz Republic,DB2006,..,..,9,21,10.4,0.6,..,22,395,809.7,..,..,..,..,..,7,8,5.9,..,6,2,0,0.2,..,8,1,9,6,..,75,202,..,..,..,68.2,..,14,64,"2,500",15,75,"2,450",..,260,29,38,..,4,15,12.5
Kyrgyz Republic,DB2007,..,..,9,21,10.7,0.5,..,22,395,763.4,..,..,..,..,..,7,8,1.9,..,7,3,0,0.4,..,8,1,9,6,..,75,202,..,..,..,67.2,..,14,64,"2,500",15,75,"2,450",..,260,29,38,..,4,15,14.7
Kyrgyz Republic,DB2008,..,..,9,21,8.8,0.5,..,22,395,689.2,..,..,..,..,..,7,8,4.6,..,7,3,0,1.6,..,8,1,9,6,..,75,202,..,..,..,61.4,..,14,64,"2,500",15,75,"2,450",..,260,29,38,..,4,15,15.6
Kyrgyz Republic,DB2009,..,..,4,15,7.4,0.4,..,13,155,432.2,..,..,..,..,..,7,8,3.9,..,7,4,0,3.7,..,8,7,8,7.7,..,75,202,..,..,..,61.4,..,14,64,"3,000",15,75,"3,250",..,260,29,38,..,4,15,14.2
Kyrgyz Republic,DB2010,..,..,3,11,5.2,0,..,12,142,169.8,..,7,337,"2,479.20",..,4,5,2.8,..,10,4,0,5.9,..,8,7,8,7.7,..,75,202,..,..,..,59.4,..,8,63,"3,000",9,72,"3,250",..,260,29,38,..,4,15,14.2
Kyrgyz Republic,DB2011,67,13,2,10,3.7,0,59,12,142,151.1,179,7,337,"2,110.90",17,4,5,2.3,8,10,4,0,11.9,12,8,7,8,7.7,155,48,202,..,..,..,73.2,171,8,63,"3,010",9,72,"3,280",50,260,29,38,144,4,15,15.3
Kyrgyz Republic,DB2012,70,17,2,10,3.5,0,62,12,142,171.8,181,7,337,"2,545.60",17,4,5,2.2,8,10,4,0,18.7,13,8,7,8,7.7,162,52,210,6.2,19.5,43.4,69,171,8,63,"3,210",9,72,"3,450",48,260,29,38,150,4,15,11.7
Lao PDR,DB2004,..,..,7,153,23.9,32.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,571,31.6,42,..,no practice,no practice,0
Lao PDR,DB2005,..,..,7,153,21.3,28.5,..,..,..,..,..,..,..,..,..,9,135,4.2,..,3,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2006,..,..,7,153,17.4,23.4,..,23,123,111.7,..,..,..,..,..,9,135,4.2,..,3,0,0,0,..,2,1,2,1.7,..,34,672,..,..,..,35.5,..,11,66,"1,420",15,78,"1,690",..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2007,..,..,7,123,15.8,0,..,23,108,101.4,..,..,..,..,..,9,135,4.2,..,4,0,0,0,..,2,1,2,1.7,..,34,672,..,..,..,35.5,..,11,66,"1,420",15,78,"1,690",..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2008,..,..,7,93,14.7,0,..,23,108,94.1,..,..,..,..,..,9,135,4.2,..,4,0,0,0,..,2,1,2,1.7,..,34,672,..,..,..,35.5,..,9,50,"1,750",10,50,"1,930",..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2009,..,..,7,93,11.6,0,..,23,108,80,..,..,..,..,..,9,135,4.1,..,4,0,0,0,..,2,1,2,1.7,..,34,560,..,..,..,33.7,..,9,50,"1,860",10,50,"2,040",..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2010,..,..,7,93,9.7,0,..,23,108,66.4,..,5,134,"3,245.20",..,9,135,4.1,..,4,0,0,0,..,2,1,2,1.7,..,34,362,..,..,..,33.7,..,9,50,"1,860",10,50,"2,040",..,443,31.6,42,..,no practice,no practice,0
Lao PDR,DB2011,163,88,7,93,8.9,0,78,23,108,61,139,5,134,"2,734.30",72,5,98,1.1,152,4,0,0,0,182,2,1,2,1.7,122,34,362,..,..,..,33.7,170,9,48,"1,860",10,50,"2,040",109,443,31.6,42,183,no practice,no practice,0
Lao PDR,DB2012,165,89,7,93,7.6,0,80,23,108,52.4,138,5,134,"2,381.60",72,5,98,1.1,166,4,0,0,0,182,2,1,2,1.7,123,34,362,24.8,5.6,2.9,33.3,168,9,44,"1,880",10,46,"2,035",110,443,31.6,42,183,no practice,no practice,0
Latvia,DB2004,..,..,5,16,10.1,45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282,16.7,30,..,3,13,35.7
Latvia,DB2005,..,..,5,16,9.3,41.4,..,..,..,..,..,..,..,..,..,10,55,2.1,..,10,2,0.6,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282,16.7,30,..,3,13,35.9
Latvia,DB2006,..,..,5,16,4.2,31.8,..,25,193,43.5,..,..,..,..,..,10,55,2,..,10,3,1.1,0,..,5,4,8,5.7,..,29,320,..,..,..,37.3,..,5,13,665,5,12,916,..,279,16,27,..,3,13,33.9
Latvia,DB2007,..,..,5,16,3.5,26.1,..,25,193,35.7,..,..,..,..,..,8,54,2,..,10,4,1.9,0,..,5,4,8,5.7,..,7,320,..,..,..,36.2,..,5,13,665,5,12,916,..,279,16,27,..,3,13,34.8
Latvia,DB2008,..,..,5,16,3,22,..,25,193,27.1,..,..,..,..,..,8,54,2,..,10,4,2.6,0,..,5,4,8,5.7,..,7,279,..,..,..,37.3,..,5,13,500,6,12,751,..,279,16,27,..,3,13,34.6
Latvia,DB2009,..,..,5,16,2.3,16.9,..,24,192,20.2,..,..,..,..,..,7,50,2,..,10,4,3.5,0,..,5,4,8,5.7,..,7,279,..,..,..,37.6,..,5,13,600,6,12,801,..,279,16,27,..,3,13,29
Latvia,DB2010,..,..,5,16,2.1,14.2,..,24,192,17.1,..,5,193,363.3,..,6,45,2,..,10,5,46.5,0,..,5,4,8,5.7,..,7,279,..,..,..,38.5,..,5,13,600,6,12,801,..,309,23.1,27,..,3,13,29
Latvia,DB2011,31,52,5,16,1.5,15.9,103,23,205,19,115,5,193,405.2,56,6,42,2,4,10,5,57.2,0,60,5,4,8,5.7,64,7,293,..,..,..,38.5,15,5,10,600,6,11,801,14,309,23.1,27,86,3,13,31.9
Latvia,DB2012,21,51,4,16,2.6,0,112,23,205,21,84,5,108,439.1,32,5,18,2,4,10,5,59.7,0,65,5,4,8,5.7,67,7,290,6.1,27.2,4.7,37.9,15,5,10,600,6,11,801,17,369,23.1,27,32,3,13,56.2
Lebanon,DB2004,..,..,6,46,129.7,81.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,721,30.8,37,..,4,22,15.8
Lebanon,DB2005,..,..,6,46,129.1,82.3,..,..,..,..,..,..,..,..,..,8,25,5.9,..,3,4,3.1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,721,30.8,37,..,4,22,16.9
Lebanon,DB2006,..,..,6,46,108.4,68.5,..,19,219,442.1,..,..,..,..,..,8,25,5.9,..,3,4,3.5,0,..,9,1,5,5,..,19,180,..,..,..,35.4,..,6,25,969,11,34,752,..,721,30.8,37,..,4,22,18.6
Lebanon,DB2007,..,..,6,46,90.9,56.5,..,19,219,364.3,..,..,..,..,..,8,25,5.8,..,3,5,4.3,0,..,9,1,5,5,..,19,180,..,..,..,35.4,..,6,25,969,11,34,752,..,721,30.8,37,..,4,22,19
